duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,count,srv_count,serror_rate,dst_host_count,dst_host_srv_count,attack_label,target
4,udp,http,S0,40694,48632,0,0,0,26,0,0,81,5,0.08884573844498554,77,127,normal,0
4,udp,smtp,SF,42758,43283,0,0,0,8,0,1,10,72,0.05960733296108023,72,151,normal,0
1,icmp,domain_u,S0,85,23,0,2,0,4,0,0,212,213,0.9289824629524284,96,248,pod,1
0,udp,http,SF,24669,55810,0,0,0,17,0,1,60,8,0.1475847471690753,12,92,normal,0
0,icmp,smtp,S0,505,8,0,3,0,4,0,0,217,482,0.884224901752011,42,231,pod,1
0,tcp,other,SF,155,73,0,0,0,2,0,1,207,125,0.1498403799984068,214,14,portsweep,1
0,tcp,http,SF,46974,46247,0,0,0,8,0,1,61,105,0.06770386476267469,43,44,normal,0
0,icmp,private,REJ,385,66,0,2,0,2,0,0,463,470,0.9811690088078404,47,237,pod,1
0,udp,smtp,REJ,462,69,0,0,0,1,5,0,259,459,0.881267586119797,61,215,neptune,1
0,tcp,other,REJ,542,89,1,0,0,4,0,0,69,38,0.04892976799450159,27,59,land,1
3,icmp,http,S0,974,42552,0,0,0,28,0,1,49,108,0.01249385608637768,82,175,normal,0
1,icmp,domain_u,S0,445,99,0,1,0,0,0,1,243,505,0.8192482940855682,74,231,pod,1
0,udp,http,RSTO,286,41,0,0,0,1,0,1,303,231,0.976480029662653,64,224,back,1
0,icmp,http,SF,200,59,0,0,0,4,4,0,98,43,0.09856788300864809,81,104,warezclient,1
0,icmp,other,S0,378,82,0,1,0,1,0,0,426,297,0.8860326773400493,84,250,pod,1
0,udp,private,S0,512,47,0,0,0,0,4,0,335,443,0.8513104962815692,50,210,neptune,1
0,icmp,http,RSTO,264,55,0,0,0,3,0,0,438,492,0.8130607154882006,50,250,smurf,1
0,tcp,other,SF,187,86,1,0,0,0,0,0,68,38,0.08753159340764054,76,105,land,1
0,icmp,http,S0,356,4,0,0,0,3,0,1,488,443,0.9134337877033665,81,238,smurf,1
11,tcp,ssh,S0,52332,55793,0,0,0,15,0,1,2,72,0.06682906732539778,85,31,normal,0
0,icmp,domain_u,SF,192,93,0,0,0,4,2,0,48,96,0.14368716511244725,42,14,warezclient,1
0,icmp,http,S0,109,96,0,4,0,1,0,0,341,453,0.8860474683958091,43,231,pod,1
0,icmp,private,S0,498,53,0,5,0,2,0,0,419,326,0.7613191850234364,93,244,pod,1
0,tcp,ssh,SF,14701,480,0,0,0,20,0,1,24,72,0.08776731558004801,49,103,normal,0
1,icmp,domain_u,S0,64,18,0,1,0,1,0,0,327,505,0.8231321401024378,80,204,pod,1
1,tcp,dns,SF,54850,29401,0,0,0,19,0,0,77,25,0.0179981241689568,3,21,normal,0
0,icmp,http,S0,94,72,0,3,0,4,0,0,370,257,0.9573051763037118,63,252,pod,1
14,tcp,dns,SF,3588,49341,0,0,0,20,0,0,89,10,0.11325751359190464,12,178,normal,0
0,icmp,private,S0,394,23,0,2,0,2,0,0,344,452,0.8229249991105971,9,238,pod,1
0,tcp,private,SF,195,79,0,0,0,0,0,0,358,145,0.0007294863914681149,255,68,ipsweep,1
0,tcp,other,SF,11021,55345,0,0,0,5,0,1,34,125,0.0006321961595997072,53,12,normal,0
0,tcp,http,SF,38,84,0,0,0,3,0,0,483,139,0.02533547628014603,233,48,portsweep,1
0,tcp,other,RSTO,148,20,0,0,0,0,2,0,334,455,0.8580391404491531,63,241,neptune,1
0,udp,private,S0,375,14,1,0,0,4,0,0,65,144,0.04438573421498388,12,64,land,1
0,tcp,private,S0,365,63,0,1,0,1,0,0,407,438,0.8309703803882242,64,204,teardrop,1
0,icmp,other,REJ,455,12,0,0,0,0,0,0,333,408,0.9531435474593707,86,223,smurf,1
0,tcp,domain_u,REJ,275,70,0,2,0,4,0,0,324,329,0.992253410800005,40,230,teardrop,1
3,tcp,private,REJ,554,39,1,0,0,2,0,0,54,76,0.05609091038457643,23,103,land,1
0,tcp,other,REJ,509,7,0,0,0,2,5,1,352,465,0.9624493450102036,81,248,neptune,1
6,udp,smtp,SF,55321,30823,0,0,0,28,0,1,60,121,0.12640980439065463,16,72,normal,0
0,icmp,private,S0,404,51,0,4,0,2,0,0,356,321,0.7549593831252797,83,208,pod,1
0,tcp,domain_u,REJ,162,1,0,0,0,3,0,0,208,385,0.9155466727752807,78,200,back,1
0,tcp,other,S0,319,21,0,5,0,0,0,0,341,449,0.9427268440707446,98,226,teardrop,1
0,tcp,private,S0,68,3,0,3,0,3,0,0,470,279,0.8610478566444129,92,236,teardrop,1
0,tcp,smtp,RSTO,108,51,0,0,0,4,4,0,373,408,0.961462769697209,25,229,neptune,1
0,tcp,other,REJ,179,6,0,0,0,0,0,1,500,313,0.9160191029555698,42,251,back,1
3,udp,http,SF,39581,9793,0,0,0,15,0,1,49,91,0.08751172771726086,69,68,normal,0
0,tcp,http,REJ,518,82,0,0,0,0,5,0,499,264,0.8519644860244171,63,225,neptune,1
0,tcp,dns,SF,50721,51606,0,0,0,17,0,1,35,10,0.06260484256375878,2,33,normal,0
1,tcp,other,S0,8677,15806,0,0,0,8,0,1,21,52,0.13019375341335077,52,5,normal,0
3,tcp,other,SF,8252,11174,0,0,0,24,0,1,41,11,0.00839380558795474,26,196,normal,0
15,icmp,ssh,SF,3259,13267,0,0,0,28,0,0,72,4,0.06144353069092776,94,97,normal,0
0,icmp,private,S0,504,54,0,4,0,3,0,0,497,301,0.850338452322557,32,214,pod,1
2,icmp,dns,SF,33018,5706,0,0,0,0,0,1,73,37,0.08911367018600763,48,61,normal,0
0,tcp,smtp,S0,289,27,0,0,0,3,4,0,411,274,0.7717589651533375,7,207,neptune,1
4,tcp,ssh,SF,34693,8316,0,0,0,7,0,1,4,91,0.05200687633792187,98,27,normal,0
1,tcp,dns,SF,15610,13554,0,0,0,7,0,1,67,145,0.1359167712248537,20,157,normal,0
2,tcp,dns,RSTO,37534,19788,0,0,0,23,0,1,4,9,0.024371260459023537,3,67,normal,0
1,tcp,other,SF,58943,8822,0,0,0,12,0,1,91,111,0.06964058346215897,75,94,normal,0
0,icmp,other,S0,336,45,0,0,0,1,0,0,276,236,0.924575125035347,69,225,smurf,1
0,icmp,domain_u,REJ,458,2,0,1,0,3,0,0,381,389,0.9003242891278147,85,224,pod,1
0,icmp,private,S0,118,97,0,0,0,4,0,0,228,252,0.7678456053800478,82,252,smurf,1
0,tcp,http,S0,55,2,0,0,0,3,1,0,463,209,0.7748203238863627,4,229,neptune,1
1,tcp,http,SF,13991,41367,0,0,0,20,0,0,92,14,0.07847385741703845,11,87,normal,0
3,udp,other,SH,119,28,1,0,0,0,0,0,55,140,0.06096574344163215,21,37,land,1
0,tcp,private,S0,49,39,0,0,0,1,6,0,301,270,0.790249517002772,43,217,neptune,1
1,udp,smtp,RSTO,364,18,0,0,0,2,2,1,399,231,0.8988130496349381,10,238,neptune,1
3,tcp,other,SF,52250,24599,0,0,0,26,0,1,28,127,0.05028306383277932,83,193,normal,0
0,tcp,http,SF,27165,779,0,0,0,21,0,1,60,81,0.04565517604081421,39,176,normal,0
0,tcp,other,SF,48459,7335,0,0,0,2,0,1,4,65,0.13678420093305352,25,49,normal,0
8,tcp,http,SF,58292,29474,0,0,0,0,0,1,99,53,0.1498902111330015,93,175,normal,0
1,icmp,domain_u,S0,47,46,0,0,0,3,0,0,481,435,0.8224363538054773,64,236,smurf,1
0,tcp,private,S0,237,90,0,0,0,3,4,1,315,389,0.8345937240767434,7,233,neptune,1
0,icmp,private,RSTO,381,43,0,0,0,4,0,0,339,297,0.7864308604622362,34,226,smurf,1
0,tcp,domain_u,S0,388,88,0,2,0,2,0,0,468,375,0.9198925307335633,56,205,teardrop,1
0,udp,http,S0,334,1,0,0,0,0,0,0,281,226,0.9953782766775199,68,250,back,1
0,icmp,domain_u,S0,186,42,0,5,0,0,0,1,396,323,0.8726148208957065,53,246,pod,1
0,tcp,private,SF,119,56,0,0,0,1,0,0,230,123,0.03614825665577991,217,84,portsweep,1
8,tcp,http,SF,34172,10025,0,0,0,8,0,1,11,48,0.12878075051930496,91,31,normal,0
3,udp,ssh,SH,53391,20678,0,0,0,28,0,1,46,11,0.018578226965497286,15,162,normal,0
1,tcp,ftp,SF,37050,42680,0,0,0,21,0,1,39,55,0.12569441005793378,92,87,normal,0
0,icmp,domain_u,REJ,162,89,0,0,0,4,0,0,471,406,0.9835782135934337,46,219,smurf,1
0,icmp,other,SF,7,63,1,0,0,1,0,0,32,141,0.03978659219598712,88,176,land,1
19,udp,http,SF,57808,15383,0,0,0,12,0,1,72,12,0.0684060730226202,37,56,normal,0
0,tcp,private,SF,26,40,0,0,0,0,5,1,74,131,0.025631681493106927,49,18,warezclient,1
1,tcp,http,REJ,3534,33063,0,0,0,22,0,0,11,4,0.08940400650561815,10,142,normal,0
0,udp,domain_u,SF,471,90,0,0,0,1,2,1,27,15,0.01225924667903494,41,104,warezclient,1
7,udp,http,SH,9304,3710,0,0,0,29,0,1,6,47,0.09165524206059553,5,122,normal,0
1,tcp,http,SF,5910,59075,0,0,0,14,0,0,55,78,0.07125539130307573,54,197,normal,0
0,tcp,http,REJ,551,34,0,0,0,0,2,1,267,262,0.8927669680143908,50,236,neptune,1
32,tcp,http,SF,42894,6007,0,0,0,24,0,1,30,144,0.13935421545450524,42,70,normal,0
0,tcp,ssh,SF,16177,33582,0,0,0,15,0,1,18,77,0.004444344019781515,10,184,normal,0
9,udp,other,SF,58989,32130,0,0,0,16,0,1,39,82,0.1277753555115755,2,181,normal,0
0,tcp,http,S0,540,56,0,0,0,4,0,0,458,398,0.8428253021995106,53,205,back,1
0,icmp,private,S0,544,1,0,0,0,0,1,1,258,269,0.9979060498798406,82,202,neptune,1
4,udp,http,SF,57511,7577,0,0,0,13,0,1,15,74,0.14995736783168487,63,60,normal,0
0,icmp,private,S0,329,88,0,0,0,0,0,0,464,495,0.7754970474458869,82,237,smurf,1
1,icmp,smtp,S0,64,86,0,4,0,2,0,0,373,213,0.8565598303388855,22,231,pod,1
0,tcp,other,SF,57695,14506,0,0,0,20,0,1,87,58,0.12720875414438826,28,47,normal,0
0,tcp,private,RSTO,554,88,0,0,0,0,6,0,332,386,0.7871564808560427,51,227,neptune,1
1,udp,other,S0,9099,8204,0,0,0,4,0,1,89,55,0.0005066980072112481,47,121,normal,0
5,tcp,smtp,SF,40178,43305,0,0,0,25,0,1,9,23,0.09448540354030398,4,132,normal,0
0,icmp,other,REJ,185,74,0,4,0,1,0,0,323,399,0.779182573937413,84,234,pod,1
3,tcp,ftp,SF,6004,9451,0,0,0,0,0,1,24,70,0.05532101716392152,91,153,normal,0
0,udp,private,S0,554,80,0,0,0,1,6,1,355,399,0.9082568483433251,1,209,neptune,1
0,icmp,smtp,S0,45,14,0,1,0,0,0,0,506,489,0.8098831902654194,77,209,pod,1
8,tcp,ftp,S0,33220,5834,0,0,0,18,0,1,98,128,0.01780517747152761,54,159,normal,0
0,icmp,other,REJ,348,30,0,0,0,2,0,1,268,477,0.8273413935272872,23,235,smurf,1
1,tcp,http,SF,14322,26442,0,0,0,23,0,1,48,5,0.07394015720942634,36,108,normal,0
0,udp,domain_u,SF,329,33,0,0,0,2,0,0,292,87,0.11530391186826172,234,114,portsweep,1
0,tcp,private,S0,293,35,0,0,0,3,4,0,479,399,0.7962079024905293,71,226,neptune,1
0,icmp,other,S0,245,43,0,0,0,2,0,0,208,426,0.9861955841129376,55,231,back,1
1,icmp,smtp,RSTO,165,62,0,0,0,4,0,0,390,453,0.9193949283979266,96,221,smurf,1
0,tcp,smtp,SF,57712,38625,0,0,0,6,0,1,15,41,0.14348702243635705,40,6,normal,0
1,icmp,http,S0,351,17,0,0,0,0,0,0,222,322,0.8000205342343389,49,232,smurf,1
0,tcp,smtp,S0,188,80,0,0,0,3,0,1,386,130,0.12814771281766532,223,140,portsweep,1
0,icmp,private,S0,274,44,0,0,0,4,0,0,408,493,0.8058853386077434,96,236,smurf,1
0,tcp,http,S0,33,38,0,0,0,4,0,0,290,204,0.9372939725783611,74,244,back,1
0,icmp,http,SF,555,91,1,0,0,4,0,0,63,60,0.1360784744810393,19,163,land,1
7,icmp,ftp,SF,1644,54277,0,0,0,7,0,1,27,41,0.1451783858134905,46,113,normal,0
6,tcp,http,SH,22606,29529,0,0,0,25,0,1,32,36,0.08604240997878436,68,142,normal,0
0,icmp,other,REJ,244,74,0,0,1,1,0,0,395,262,0.9013726705849467,61,205,smurf,1
0,tcp,smtp,S0,253,95,0,0,0,1,5,0,207,278,0.9776359053182634,70,215,neptune,1
0,udp,http,S0,108,23,0,0,0,0,0,0,289,467,0.7568383601243698,57,222,back,1
0,tcp,domain_u,S0,322,57,1,0,0,1,0,1,71,19,0.1258839510510938,14,110,land,1
1,tcp,dns,SF,7993,9888,0,0,0,9,0,0,83,51,0.001370842575744957,94,106,normal,0
1,udp,http,SF,6877,21345,0,0,0,13,0,1,5,54,0.1363096130862172,31,199,normal,0
1,udp,domain_u,S0,277,71,0,4,0,0,0,0,314,454,0.8835074165791783,52,246,teardrop,1
4,tcp,http,SF,56069,25104,0,0,0,9,0,1,51,121,0.09636214090084992,15,130,normal,0
0,icmp,private,RSTO,397,71,0,0,0,4,0,0,231,243,0.9995285413086492,61,243,back,1
0,icmp,other,S0,221,30,0,0,0,3,3,1,299,503,0.8899779554876385,18,202,neptune,1
0,icmp,smtp,S0,317,82,0,4,0,1,0,0,281,427,0.8576750107009596,22,204,pod,1
4,tcp,http,RSTO,56535,1664,0,0,0,23,0,1,22,135,0.06598659485676629,68,19,normal,0
0,icmp,domain_u,RSTO,397,38,0,0,0,0,0,0,392,435,0.9004410232462937,21,241,smurf,1
0,tcp,smtp,S0,450,95,0,0,0,1,2,0,448,241,0.7710548410466724,89,212,neptune,1
0,icmp,http,RSTO,342,20,0,0,0,4,0,0,252,457,0.7679781238955753,11,250,smurf,1
0,tcp,http,SF,54096,23423,0,0,0,20,0,1,10,140,0.11475215042714006,57,117,normal,0
0,udp,smtp,RSTO,375,53,0,1,0,4,0,0,266,240,0.7648099581084027,14,211,teardrop,1
0,udp,private,RSTO,339,35,1,0,0,1,0,0,89,139,0.016657939910907964,12,104,land,1
0,tcp,other,SF,1198,41648,0,0,0,1,0,1,80,42,0.09163734053732336,83,21,normal,0
6,icmp,ssh,SF,28957,40335,0,0,0,15,0,1,79,2,0.08546728990860768,12,27,normal,0
12,udp,ftp,SF,4502,53189,0,0,0,13,0,1,71,34,0.0750469170968614,8,19,normal,0
1,icmp,private,S0,183,69,0,0,0,4,0,0,248,386,0.8524301370876768,2,224,smurf,1
0,icmp,smtp,S0,569,37,0,0,0,0,0,0,458,256,0.8327779596638876,97,207,smurf,1
0,tcp,private,REJ,185,64,0,0,0,0,5,1,484,239,0.9536113412029428,28,210,neptune,1
10,udp,other,SF,47022,51186,0,0,0,15,0,1,1,12,0.03646677410906495,75,67,normal,0
14,tcp,ssh,SF,6935,15347,0,0,0,8,0,1,56,13,0.06480885486680217,90,103,normal,0
1,icmp,private,S0,503,86,0,0,0,4,0,0,436,293,0.7650693535322259,96,234,smurf,1
0,udp,http,REJ,109,0,0,0,0,0,3,0,396,259,0.8330191790057155,48,216,neptune,1
0,tcp,other,REJ,578,20,0,0,0,3,0,0,228,45,0.019575559417719938,243,78,ipsweep,1
2,udp,http,SF,43377,27488,0,0,0,23,0,0,65,121,0.07431463903744474,13,104,normal,0
0,icmp,domain_u,S0,213,18,0,4,0,0,0,1,440,317,0.8924997684756693,68,212,pod,1
0,tcp,other,RSTO,573,28,0,0,0,1,4,0,483,417,0.9067097158233529,5,220,neptune,1
0,tcp,other,REJ,567,49,0,0,0,1,3,0,384,246,0.827367491091843,8,248,neptune,1
0,icmp,http,REJ,436,89,0,2,0,3,0,0,384,295,0.9772166476599637,40,222,pod,1
0,icmp,other,RSTO,333,33,0,4,0,0,0,1,445,302,0.7522313942542316,27,239,pod,1
1,udp,http,SF,428,80,0,0,0,4,0,1,305,131,0.08460122261227937,206,98,ipsweep,1
2,udp,ssh,SF,24573,19415,0,0,0,27,0,1,65,37,0.03653489003028247,84,142,normal,0
9,tcp,smtp,SF,11204,31228,0,0,0,26,0,1,47,110,0.057114719386283506,56,137,normal,0
1,icmp,http,RSTO,277,31,0,1,0,3,0,1,473,448,0.7880766520556439,86,227,pod,1
0,icmp,private,REJ,202,3,0,0,0,0,0,0,273,349,0.926785693526764,84,209,smurf,1
0,tcp,other,SF,29419,868,0,0,0,15,0,1,21,80,0.14068079257651656,96,22,normal,0
1,tcp,other,SF,49357,5550,0,0,0,1,0,1,26,4,0.1359515266277593,19,120,normal,0
12,tcp,other,REJ,50062,19337,0,0,0,3,0,0,14,68,0.026399755352323574,92,95,normal,0
0,udp,private,SF,123,68,1,0,0,2,0,1,18,7,0.029785180456799603,40,98,land,1
3,tcp,other,SH,2350,5073,0,0,0,6,0,1,88,112,0.06165317625353236,36,15,normal,0
4,udp,other,SF,23426,26825,0,0,1,10,0,1,35,82,0.08747266854875532,64,40,normal,0
2,udp,dns,SF,14344,52898,0,0,1,17,0,1,65,43,0.13236149209835382,30,193,normal,0
8,icmp,http,SF,26489,37716,0,0,0,21,0,1,16,66,0.018838575750957737,93,181,normal,0
3,tcp,http,S0,21106,33149,0,0,0,24,0,1,61,46,0.11930594324377458,4,159,normal,0
0,tcp,http,RSTO,119,98,0,0,0,0,6,0,494,498,0.7995058655139717,28,217,neptune,1
0,tcp,ftp,S0,38776,19825,0,0,0,4,0,1,88,131,0.08330369509038377,13,162,normal,0
0,icmp,http,S0,544,34,0,0,0,2,0,0,506,202,0.9440732510622547,20,223,back,1
13,tcp,http,SF,28194,25752,0,0,0,16,0,1,47,115,0.1446018574030175,38,141,normal,0
0,tcp,domain_u,S0,82,52,0,0,0,4,2,0,506,310,0.8022949467519063,24,254,neptune,1
1,tcp,smtp,SF,227,13,1,0,0,0,0,0,18,76,0.10850321205398929,34,45,land,1
0,icmp,http,S0,185,17,0,4,0,1,0,0,289,241,0.8191181548659079,11,228,pod,1
0,tcp,domain_u,S0,210,37,0,0,0,1,1,0,319,342,0.8177418355056635,67,233,neptune,1
0,tcp,other,SF,20188,56491,0,0,0,22,0,1,92,134,0.10171686768154022,54,61,normal,0
0,tcp,dns,SF,27423,16489,0,0,0,12,0,1,20,142,0.1018772827631284,41,166,normal,0
0,icmp,domain_u,S0,72,54,0,5,0,2,0,0,497,243,0.7900288448639508,66,243,pod,1
0,tcp,smtp,SH,18,10,0,0,0,2,0,1,464,16,0.058786340082814165,209,154,ipsweep,1
0,icmp,http,S0,164,66,0,2,0,1,0,0,307,317,0.9503035953393483,74,254,pod,1
1,icmp,smtp,S0,266,52,0,0,0,0,0,1,469,202,0.9776072699142972,93,230,smurf,1
0,icmp,domain_u,S0,439,77,0,4,0,4,0,0,301,441,0.9681553402328027,68,236,teardrop,1
0,tcp,other,REJ,127,43,0,0,0,1,6,1,442,357,0.8391721033382741,58,255,neptune,1
2,udp,http,RSTO,377,8947,0,0,0,11,0,0,43,32,0.04766086647923364,76,110,normal,0
0,icmp,other,S0,300,61,0,0,0,2,0,1,280,394,0.8745833085364301,78,225,smurf,1
0,icmp,http,S0,317,13,0,0,0,3,0,1,284,129,0.001418264552716264,225,89,portsweep,1
8,tcp,ssh,SF,37481,16692,0,0,0,1,0,1,98,146,0.1046445997073212,25,62,normal,0
0,icmp,http,S0,97,94,0,2,0,4,0,1,495,504,0.8929561772154306,95,233,pod,1
8,tcp,other,SF,44549,6234,0,0,0,21,0,1,86,126,0.02067509052652155,29,60,normal,0
0,udp,smtp,S0,315,54,0,0,0,2,6,0,398,270,0.7530453295083438,70,231,neptune,1
4,tcp,smtp,S0,16825,46377,0,0,0,10,0,1,10,116,0.10248222584420802,45,21,normal,0
0,tcp,http,REJ,434,11,0,0,0,3,1,1,241,254,0.7514103594079055,71,223,neptune,1
1,tcp,private,S0,255,6,0,4,0,0,0,1,319,227,0.8218716102774936,65,208,teardrop,1
0,tcp,dns,SF,9988,26208,0,0,0,23,0,1,70,139,0.03162854768509842,55,168,normal,0
0,icmp,domain_u,S0,404,13,0,3,0,2,0,0,204,368,0.8664457087921184,60,213,pod,1
1,tcp,domain_u,RSTO,453,28,0,3,0,2,0,0,415,334,0.9351228882474201,81,218,teardrop,1
0,tcp,other,SF,188,46,0,0,1,0,3,0,80,5,0.14996299206182248,94,97,warezclient,1
2,tcp,http,SF,10396,4127,0,0,0,7,0,1,40,146,0.06395210419031845,62,64,normal,0
11,udp,http,RSTO,56747,28241,0,0,0,19,0,1,25,79,0.13030703803388,94,23,normal,0
4,tcp,http,SF,31327,2697,0,0,0,9,0,0,84,94,0.12542160029022964,17,135,normal,0
0,tcp,private,REJ,221,13,0,0,0,4,0,1,289,130,0.08083669996340014,206,162,ipsweep,1
0,udp,domain_u,S0,439,86,0,0,0,1,3,0,46,131,0.11440196949792159,2,152,warezclient,1
2,tcp,private,RSTO,531,7,0,0,0,4,6,0,282,342,0.9161819825846387,62,254,neptune,1
0,tcp,domain_u,S0,279,76,0,0,0,4,0,0,377,408,0.7825459206323544,47,240,back,1
0,udp,other,S0,247,99,0,0,0,4,6,0,379,223,0.7571888881941096,23,248,neptune,1
0,icmp,other,RSTO,115,64,0,0,0,4,0,0,338,241,0.7549311181581386,38,210,smurf,1
1,tcp,http,SF,54269,29636,0,0,0,15,0,1,86,79,0.06456223300820925,64,109,normal,0
0,icmp,private,S0,254,89,0,3,0,4,0,0,373,352,0.8115537050991724,87,235,teardrop,1
11,icmp,other,SF,30791,45040,0,0,0,18,0,1,28,58,0.06768238604131942,10,63,normal,0
0,tcp,other,REJ,524,15,0,0,0,1,0,0,259,311,0.9298980960161373,28,222,back,1
0,tcp,private,REJ,557,88,0,2,0,3,0,0,290,458,0.9590537646891393,3,210,teardrop,1
0,icmp,smtp,REJ,333,82,0,3,0,0,0,0,205,220,0.8470043155524458,94,212,pod,1
0,tcp,http,SF,37255,46483,0,0,0,13,0,1,41,58,0.05071447067662779,36,63,normal,0
10,tcp,ssh,RSTO,14584,1159,0,0,0,12,0,1,65,125,0.029518739560844696,78,165,normal,0
1,tcp,ssh,S0,39205,1759,0,0,2,28,0,1,54,78,0.0550159624972093,74,131,normal,0
0,icmp,http,RSTO,21610,25892,0,0,0,2,0,1,73,42,0.03583811182808829,37,157,normal,0
1,udp,dns,SF,26548,50032,0,0,1,12,0,1,8,71,0.050512207761163934,81,109,normal,0
0,tcp,http,SF,50,31,0,0,0,0,1,0,4,148,0.08108181360005151,82,190,warezclient,1
1,icmp,smtp,S0,127,68,0,0,0,4,0,0,251,447,0.9019791516804314,87,206,smurf,1
1,tcp,http,SF,31173,53125,0,0,0,6,0,1,69,54,0.11123328248114546,67,188,normal,0
0,tcp,other,SF,57473,45521,0,0,0,1,0,1,64,7,0.14745238591114213,40,170,normal,0
0,tcp,private,S0,179,19,0,0,0,3,3,1,367,387,0.9601609906965802,42,230,neptune,1
0,icmp,other,S0,327,57,0,0,0,3,0,0,235,392,0.8490741868800107,62,200,smurf,1
3,tcp,http,S0,300,28,0,0,0,3,1,0,273,211,0.9682397003144816,46,229,neptune,1
0,udp,domain_u,S0,250,23,0,0,0,3,3,1,87,101,0.1451418221721654,79,112,warezclient,1
0,tcp,domain_u,REJ,517,0,0,0,0,4,4,0,396,480,0.8831722214130568,70,204,neptune,1
0,tcp,private,SF,261,88,0,0,0,2,0,0,408,121,0.1315844804485653,221,72,ipsweep,1
0,tcp,private,S0,90,26,0,0,0,3,0,1,230,248,0.9703356967889254,60,223,back,1
2,tcp,other,SF,35792,4962,0,0,0,13,0,0,67,46,0.14380484240943156,65,171,normal,0
0,icmp,domain_u,SH,328,20,0,0,0,0,2,1,11,67,0.005443367005538896,50,9,warezclient,1
0,udp,http,REJ,55871,18651,0,0,0,14,0,0,28,51,0.036293822313649374,80,123,normal,0
0,tcp,http,RSTO,293,91,0,0,2,4,0,0,302,264,0.755628032335579,24,243,back,1
2,tcp,ftp,SF,29687,10300,0,0,0,5,0,0,73,59,0.11275108260699027,82,14,normal,0
0,tcp,http,SF,444,43,1,0,0,2,0,0,96,50,0.0977906963899329,68,152,land,1
0,icmp,other,SF,333,97,1,0,0,4,0,0,52,80,0.03480649959131004,69,72,land,1
1,udp,smtp,S0,62,21,0,0,1,2,0,1,448,228,0.8963001477312106,6,238,back,1
0,tcp,other,RSTO,496,41,0,3,0,1,0,0,431,502,0.9805064138590761,51,206,teardrop,1
9,tcp,other,SF,11775,43274,0,0,0,3,0,1,44,136,0.11399202816376235,2,2,normal,0
5,tcp,http,SF,41136,6708,0,0,0,11,0,1,56,90,0.137902751861832,73,95,normal,0
0,tcp,http,RSTO,458,47,0,0,0,1,3,1,485,422,0.8900573641926625,60,254,neptune,1
4,tcp,dns,SF,39151,11352,0,0,0,24,0,1,61,12,0.08609709563363892,24,108,normal,0
0,icmp,private,REJ,244,1,0,3,0,3,0,0,450,213,0.7648633320104927,32,255,pod,1
5,icmp,dns,SF,53900,18576,0,0,0,23,0,1,12,113,0.03083213736170551,54,84,normal,0
0,tcp,domain_u,SF,265,27,0,0,1,2,0,1,329,118,0.09109990794737023,201,166,portsweep,1
0,icmp,private,REJ,161,3,0,0,0,4,0,1,422,493,0.8265487086075786,60,244,smurf,1
0,udp,domain_u,S0,44,52,0,0,0,0,0,0,263,407,0.9290575444443042,43,248,back,1
5,tcp,http,SF,50930,45283,0,0,0,25,0,1,9,8,0.11733769755380016,4,87,normal,0
0,tcp,smtp,SF,299,0,1,0,0,1,0,0,13,102,0.11842628150443736,96,47,land,1
0,tcp,other,SF,224,78,0,0,0,3,1,0,13,18,0.028753938725471703,54,153,warezclient,1
0,tcp,private,REJ,73,76,0,0,0,3,1,0,347,367,0.8228990577420219,80,208,neptune,1
0,icmp,private,S0,115,94,0,0,0,0,0,0,298,213,0.7953198904242302,97,225,smurf,1
0,tcp,other,REJ,151,80,0,4,0,4,0,0,218,419,0.9409141974569523,39,210,teardrop,1
7,udp,other,SF,20298,21912,0,0,0,19,0,1,87,125,0.10341833352342578,2,166,normal,0
0,tcp,http,S0,90,87,0,0,0,4,2,0,269,276,0.9227570237628417,77,225,neptune,1
5,udp,http,S0,42431,2513,0,0,0,2,0,0,92,89,0.12904960917046351,66,66,normal,0
8,tcp,http,SF,15202,50121,0,0,0,1,0,1,31,2,0.09172240469251922,11,7,normal,0
4,udp,http,SF,28589,7336,0,0,0,20,0,1,64,106,0.08651581891988305,19,20,normal,0
6,udp,other,SF,59168,3762,0,0,0,28,0,1,56,21,0.08014879887701974,62,132,normal,0
5,udp,smtp,SF,48556,42592,0,0,0,5,0,1,34,114,0.006187059931702116,83,75,normal,0
2,tcp,other,REJ,18992,43117,0,0,0,13,0,1,12,7,0.12581768725547832,74,81,normal,0
1,udp,http,SF,171,55,0,0,0,0,0,0,244,2,0.06797611351895,230,101,portsweep,1
0,tcp,private,REJ,371,85,0,0,0,4,2,0,401,476,0.9306969259239651,49,215,neptune,1
0,udp,private,SF,497,92,0,0,0,4,0,0,429,132,0.09465123490557957,231,15,portsweep,1
0,tcp,http,S0,235,23,0,0,0,1,4,0,424,499,0.9311949011156037,58,216,neptune,1
2,tcp,other,S0,19435,8083,0,0,0,29,0,1,93,68,0.04313031122949296,13,185,normal,0
0,tcp,private,S0,148,19,0,0,0,4,6,0,219,264,0.8262975787286648,60,207,neptune,1
0,udp,http,S0,477,33,0,0,0,2,3,1,377,331,0.783033952680886,37,224,neptune,1
8,tcp,dns,SF,37124,38088,0,0,0,19,0,1,63,20,0.03547541602040966,98,105,normal,0
1,icmp,private,S0,528,50,0,0,0,2,0,0,301,304,0.7707291165989638,34,249,smurf,1
